Indicator_data,case_id,First Tooltip
Life expectancy at birth (years),"Malta,2015,Both sexes",81.65
Life expectancy at birth (years),"Malta,2015,Male",79.63
Life expectancy at birth (years),"Malta,2015,Female",83.58
Life expectancy at birth (years),"Malta,2010,Both sexes",80.45
Life expectancy at birth (years),"Malta,2010,Male",78.23
Life expectancy at birth (years),"Malta,2010,Female",82.54
Life expectancy at birth (years),"Malta,2000,Both sexes",77.87
Life expectancy at birth (years),"Malta,2000,Male",75.53
Life expectancy at birth (years),"Malta,2000,Female",80.1
Life expectancy at birth (years),"Mauritania,2015,Both sexes",67.41
Life expectancy at birth (years),"Mauritania,2015,Male",67.19
Life expectancy at birth (years),"Mauritania,2015,Female",67.69
Life expectancy at birth (years),"Mauritania,2010,Both sexes",65.59
Life expectancy at birth (years),"Mauritania,2010,Male",65.4
Life expectancy at birth (years),"Mauritania,2010,Female",65.87
Life expectancy at birth (years),"Mauritania,2000,Both sexes",61.96
Life expectancy at birth (years),"Mauritania,2000,Male",61.75
Life expectancy at birth (years),"Mauritania,2000,Female",62.23
Life expectancy at birth (years),"Mauritius,2015,Both sexes",74.14
Life expectancy at birth (years),"Mauritius,2015,Male",70.96
Life expectancy at birth (years),"Mauritius,2015,Female",77.43
Life expectancy at birth (years),"Mauritius,2010,Both sexes",73.24
Life expectancy at birth (years),"Mauritius,2010,Male",69.84
Life expectancy at birth (years),"Mauritius,2010,Female",76.8
Life expectancy at birth (years),"Mauritius,2000,Both sexes",71.17
Life expectancy at birth (years),"Mauritius,2000,Male",67.74
Life expectancy at birth (years),"Mauritius,2000,Female",74.8
Life expectancy at birth (years),"Mexico,2015,Both sexes",75.87
Life expectancy at birth (years),"Mexico,2015,Male",73.09
Life expectancy at birth (years),"Mexico,2015,Female",78.61
Life expectancy at birth (years),"Mexico,2010,Both sexes",75.13
Life expectancy at birth (years),"Mexico,2010,Male",72.23
Life expectancy at birth (years),"Mexico,2010,Female",78.01
Life expectancy at birth (years),"Mexico,2000,Both sexes",74.41
Life expectancy at birth (years),"Mexico,2000,Male",71.68
Life expectancy at birth (years),"Mexico,2000,Female",77.12
Life expectancy at birth (years),"Micronesia (Federated States of),2015,Both sexes",62.74
Life expectancy at birth (years),"Micronesia (Federated States of),2015,Male",60.14
Life expectancy at birth (years),"Micronesia (Federated States of),2015,Female",65.66
Life expectancy at birth (years),"Micronesia (Federated States of),2010,Both sexes",62.67
Life expectancy at birth (years),"Micronesia (Federated States of),2010,Male",60.01
Life expectancy at birth (years),"Micronesia (Federated States of),2010,Female",65.61
Life expectancy at birth (years),"Micronesia (Federated States of),2000,Both sexes",61.19
Life expectancy at birth (years),"Micronesia (Federated States of),2000,Male",58.45
Life expectancy at birth (years),"Micronesia (Federated States of),2000,Female",64.2
Life expectancy at birth (years),"Mongolia,2015,Both sexes",67.61
Life expectancy at birth (years),"Mongolia,2015,Male",63.45
Life expectancy at birth (years),"Mongolia,2015,Female",72.13
Life expectancy at birth (years),"Mongolia,2010,Both sexes",65.05
Life expectancy at birth (years),"Mongolia,2010,Male",61.09
Life expectancy at birth (years),"Mongolia,2010,Female",69.47
Life expectancy at birth (years),"Mongolia,2000,Both sexes",60.52
Life expectancy at birth (years),"Mongolia,2000,Male",57.34
Life expectancy at birth (years),"Mongolia,2000,Female",64.11
Life expectancy at birth (years),"Montenegro,2015,Both sexes",75.27
Life expectancy at birth (years),"Montenegro,2015,Male",72.83
Life expectancy at birth (years),"Montenegro,2015,Female",77.73
Life expectancy at birth (years),"Montenegro,2010,Both sexes",74.69
Life expectancy at birth (years),"Montenegro,2010,Male",72.27
Life expectancy at birth (years),"Montenegro,2010,Female",77.12
Life expectancy at birth (years),"Montenegro,2000,Both sexes",73.56
Life expectancy at birth (years),"Montenegro,2000,Male",70.88
Life expectancy at birth (years),"Montenegro,2000,Female",76.27
Life expectancy at birth (years),"Morocco,2015,Both sexes",72.46
Life expectancy at birth (years),"Morocco,2015,Male",71.37
Life expectancy at birth (years),"Morocco,2015,Female",73.55
Life expectancy at birth (years),"Morocco,2010,Both sexes",71.6
Life expectancy at birth (years),"Morocco,2010,Male",71.07
Life expectancy at birth (years),"Morocco,2010,Female",72.27
Life expectancy at birth (years),"Morocco,2000,Both sexes",69.35
Life expectancy at birth (years),"Morocco,2000,Male",68.06
Life expectancy at birth (years),"Morocco,2000,Female",70.59
Life expectancy at birth (years),"Mozambique,2015,Both sexes",55.95
Life expectancy at birth (years),"Mozambique,2015,Male",52.42
Life expectancy at birth (years),"Mozambique,2015,Female",59.45
Life expectancy at birth (years),"Mozambique,2010,Both sexes",53.48
Life expectancy at birth (years),"Mozambique,2010,Male",50.66
Life expectancy at birth (years),"Mozambique,2010,Female",56.29
Life expectancy at birth (years),"Mozambique,2000,Both sexes",50.69
Life expectancy at birth (years),"Mozambique,2000,Male",48.37
Life expectancy at birth (years),"Mozambique,2000,Female",53.05
Life expectancy at birth (years),"Myanmar,2015,Both sexes",67.58
Life expectancy at birth (years),"Myanmar,2015,Male",64.32
Life expectancy at birth (years),"Myanmar,2015,Female",70.7
Life expectancy at birth (years),"Myanmar,2010,Both sexes",64.79
Life expectancy at birth (years),"Myanmar,2010,Male",61.62
Life expectancy at birth (years),"Myanmar,2010,Female",67.87
Life expectancy at birth (years),"Myanmar,2000,Both sexes",59.99
Life expectancy at birth (years),"Myanmar,2000,Male",57.31
Life expectancy at birth (years),"Myanmar,2000,Female",62.67
Life expectancy at birth (years),"Namibia,2015,Both sexes",62.87
Life expectancy at birth (years),"Namibia,2015,Male",59.36
Life expectancy at birth (years),"Namibia,2015,Female",66.22
Life expectancy at birth (years),"Namibia,2010,Both sexes",60.94
Life expectancy at birth (years),"Namibia,2010,Male",57.25
Life expectancy at birth (years),"Namibia,2010,Female",64.66
Life expectancy at birth (years),"Namibia,2000,Both sexes",53.32
Life expectancy at birth (years),"Namibia,2000,Male",51.01
Life expectancy at birth (years),"Namibia,2000,Female",55.5
Life expectancy at birth (years),"Nepal,2015,Both sexes",69.43
Life expectancy at birth (years),"Nepal,2015,Male",67.32
Life expectancy at birth (years),"Nepal,2015,Female",71.39
Life expectancy at birth (years),"Nepal,2010,Both sexes",69.18
Life expectancy at birth (years),"Nepal,2010,Male",67.52
Life expectancy at birth (years),"Nepal,2010,Female",70.92
Life expectancy at birth (years),"Nepal,2000,Both sexes",65.26
Life expectancy at birth (years),"Nepal,2000,Male",63.87
Life expectancy at birth (years),"Nepal,2000,Female",66.57
Life expectancy at birth (years),"Netherlands,2015,Both sexes",81.28
Life expectancy at birth (years),"Netherlands,2015,Male",79.67
Life expectancy at birth (years),"Netherlands,2015,Female",82.82
Life expectancy at birth (years),"Netherlands,2010,Both sexes",80.68
Life expectancy at birth (years),"Netherlands,2010,Male",78.74
Life expectancy at birth (years),"Netherlands,2010,Female",82.5
Life expectancy at birth (years),"Netherlands,2000,Both sexes",78.01
Life expectancy at birth (years),"Netherlands,2000,Male",75.49
Life expectancy at birth (years),"Netherlands,2000,Female",80.39
Life expectancy at birth (years),"New Zealand,2015,Both sexes",81.31
Life expectancy at birth (years),"New Zealand,2015,Male",79.73
Life expectancy at birth (years),"New Zealand,2015,Female",82.85
Life expectancy at birth (years),"New Zealand,2010,Both sexes",80.94
Life expectancy at birth (years),"New Zealand,2010,Male",79.12
Life expectancy at birth (years),"New Zealand,2010,Female",82.71
Life expectancy at birth (years),"New Zealand,2000,Both sexes",78.57
Life expectancy at birth (years),"New Zealand,2000,Male",76
Life expectancy at birth (years),"New Zealand,2000,Female",81.06
Life expectancy at birth (years),"Nicaragua,2015,Both sexes",74.62
Life expectancy at birth (years),"Nicaragua,2015,Male",71.83
Life expectancy at birth (years),"Nicaragua,2015,Female",77.32
Life expectancy at birth (years),"Nicaragua,2010,Both sexes",74.05
Life expectancy at birth (years),"Nicaragua,2010,Male",71.38
Life expectancy at birth (years),"Nicaragua,2010,Female",76.66
Life expectancy at birth (years),"Nicaragua,2000,Both sexes",73.26
Life expectancy at birth (years),"Nicaragua,2000,Male",70.77
Life expectancy at birth (years),"Nicaragua,2000,Female",75.67
Life expectancy at birth (years),"Niger,2015,Both sexes",61.54
Life expectancy at birth (years),"Niger,2015,Male",60.28
Life expectancy at birth (years),"Niger,2015,Female",62.86
Life expectancy at birth (years),"Niger,2010,Both sexes",58.95
Life expectancy at birth (years),"Niger,2010,Male",57.77
Life expectancy at birth (years),"Niger,2010,Female",60.19
Life expectancy at birth (years),"Niger,2000,Both sexes",50.35
Life expectancy at birth (years),"Niger,2000,Male",49.73
Life expectancy at birth (years),"Niger,2000,Female",50.99
Life expectancy at birth (years),"Nigeria,2015,Both sexes",61.16
Life expectancy at birth (years),"Nigeria,2015,Male",59.59
Life expectancy at birth (years),"Nigeria,2015,Female",62.8
Life expectancy at birth (years),"Nigeria,2010,Both sexes",59.24
Life expectancy at birth (years),"Nigeria,2010,Male",57.75
Life expectancy at birth (years),"Nigeria,2010,Female",60.79
Life expectancy at birth (years),"Nigeria,2000,Both sexes",53.63
Life expectancy at birth (years),"Nigeria,2000,Male",52.16
Life expectancy at birth (years),"Nigeria,2000,Female",55.17
Life expectancy at birth (years),"Norway,2015,Both sexes",82.01
Life expectancy at birth (years),"Norway,2015,Male",80.26
Life expectancy at birth (years),"Norway,2015,Female",83.71
Life expectancy at birth (years),"Norway,2010,Both sexes",80.87
Life expectancy at birth (years),"Norway,2010,Male",78.83
Life expectancy at birth (years),"Norway,2010,Female",82.85
Life expectancy at birth (years),"Norway,2000,Both sexes",78.53
Life expectancy at birth (years),"Norway,2000,Male",75.86
Life expectancy at birth (years),"Norway,2000,Female",81.15
Life expectancy at birth (years),"Oman,2015,Both sexes",72.52
Life expectancy at birth (years),"Oman,2015,Male",71.4
Life expectancy at birth (years),"Oman,2015,Female",74.09
Life expectancy at birth (years),"Oman,2010,Both sexes",70.36
Life expectancy at birth (years),"Oman,2010,Male",68.97
Life expectancy at birth (years),"Oman,2010,Female",72.55
Life expectancy at birth (years),"Oman,2000,Both sexes",69.07
Life expectancy at birth (years),"Oman,2000,Male",67.26
Life expectancy at birth (years),"Oman,2000,Female",71.53
Life expectancy at birth (years),"Pakistan,2015,Both sexes",64.18
Life expectancy at birth (years),"Pakistan,2015,Male",63.12
Life expectancy at birth (years),"Pakistan,2015,Female",65.36
Life expectancy at birth (years),"Pakistan,2010,Both sexes",62.64
Life expectancy at birth (years),"Pakistan,2010,Male",61.53
Life expectancy at birth (years),"Pakistan,2010,Female",63.9
Life expectancy at birth (years),"Pakistan,2000,Both sexes",60.08
Life expectancy at birth (years),"Pakistan,2000,Male",59.32
Life expectancy at birth (years),"Pakistan,2000,Female",60.99
Life expectancy at birth (years),"Panama,2015,Both sexes",78.72
Life expectancy at birth (years),"Panama,2015,Male",76.17
Life expectancy at birth (years),"Panama,2015,Female",81.38
Life expectancy at birth (years),"Panama,2010,Both sexes",77.53
Life expectancy at birth (years),"Panama,2010,Male",74.63
Life expectancy at birth (years),"Panama,2010,Female",80.65
Life expectancy at birth (years),"Panama,2000,Both sexes",77.23
Life expectancy at birth (years),"Panama,2000,Male",74.6
Life expectancy at birth (years),"Panama,2000,Female",80.08
Life expectancy at birth (years),"Papua New Guinea,2015,Both sexes",64.49
Life expectancy at birth (years),"Papua New Guinea,2015,Male",62.57
Life expectancy at birth (years),"Papua New Guinea,2015,Female",66.54
Life expectancy at birth (years),"Papua New Guinea,2010,Both sexes",63.42
Life expectancy at birth (years),"Papua New Guinea,2010,Male",61.52
Life expectancy at birth (years),"Papua New Guinea,2010,Female",65.4
Life expectancy at birth (years),"Papua New Guinea,2000,Both sexes",63.29
Life expectancy at birth (years),"Papua New Guinea,2000,Male",61.12
Life expectancy at birth (years),"Papua New Guinea,2000,Female",65.57
Life expectancy at birth (years),"Paraguay,2015,Both sexes",75.56
Life expectancy at birth (years),"Paraguay,2015,Male",72.83
Life expectancy at birth (years),"Paraguay,2015,Female",78.6
Life expectancy at birth (years),"Paraguay,2010,Both sexes",74.99
Life expectancy at birth (years),"Paraguay,2010,Male",72.47
Life expectancy at birth (years),"Paraguay,2010,Female",77.73
Life expectancy at birth (years),"Paraguay,2000,Both sexes",74.8
Life expectancy at birth (years),"Paraguay,2000,Male",72.57
Life expectancy at birth (years),"Paraguay,2000,Female",77.14
Life expectancy at birth (years),"Peru,2015,Both sexes",79.08
Life expectancy at birth (years),"Peru,2015,Male",77.55
Life expectancy at birth (years),"Peru,2015,Female",80.56
Life expectancy at birth (years),"Peru,2010,Both sexes",77.28
Life expectancy at birth (years),"Peru,2010,Male",75.61
Life expectancy at birth (years),"Peru,2010,Female",78.91
Life expectancy at birth (years),"Peru,2000,Both sexes",74.42
Life expectancy at birth (years),"Peru,2000,Male",72.86
Life expectancy at birth (years),"Peru,2000,Female",75.94
Life expectancy at birth (years),"Philippines,2015,Both sexes",70.3
Life expectancy at birth (years),"Philippines,2015,Male",67.13
Life expectancy at birth (years),"Philippines,2015,Female",73.66
Life expectancy at birth (years),"Philippines,2010,Both sexes",69.96
Life expectancy at birth (years),"Philippines,2010,Male",66.63
Life expectancy at birth (years),"Philippines,2010,Female",73.52
Life expectancy at birth (years),"Philippines,2000,Both sexes",69.03
Life expectancy at birth (years),"Philippines,2000,Male",65.47
Life expectancy at birth (years),"Philippines,2000,Female",72.87
Life expectancy at birth (years),"Poland,2015,Both sexes",77.29
Life expectancy at birth (years),"Poland,2015,Male",73.36
Life expectancy at birth (years),"Poland,2015,Female",81.15
Life expectancy at birth (years),"Poland,2010,Both sexes",76.25
Life expectancy at birth (years),"Poland,2010,Male",72.08
Life expectancy at birth (years),"Poland,2010,Female",80.37
Life expectancy at birth (years),"Poland,2000,Both sexes",73.7
Life expectancy at birth (years),"Poland,2000,Male",69.51
Life expectancy at birth (years),"Poland,2000,Female",77.88
Life expectancy at birth (years),"Portugal,2015,Both sexes",80.89
Life expectancy at birth (years),"Portugal,2015,Male",77.92
Life expectancy at birth (years),"Portugal,2015,Female",83.67
Life expectancy at birth (years),"Portugal,2010,Both sexes",79.73
Life expectancy at birth (years),"Portugal,2010,Male",76.59
Life expectancy at birth (years),"Portugal,2010,Female",82.74
Life expectancy at birth (years),"Portugal,2000,Both sexes",76.58
Life expectancy at birth (years),"Portugal,2000,Male",73.07
Life expectancy at birth (years),"Portugal,2000,Female",80.07
Life expectancy at birth (years),"Qatar,2015,Both sexes",76.41
Life expectancy at birth (years),"Qatar,2015,Male",77.17
Life expectancy at birth (years),"Qatar,2015,Female",75.93
Life expectancy at birth (years),"Qatar,2010,Both sexes",74.08
Life expectancy at birth (years),"Qatar,2010,Male",74.97
Life expectancy at birth (years),"Qatar,2010,Female",73.87
Life expectancy at birth (years),"Qatar,2000,Both sexes",71.29
Life expectancy at birth (years),"Qatar,2000,Male",71.11
Life expectancy at birth (years),"Qatar,2000,Female",71.74
Life expectancy at birth (years),"Republic of Korea,2015,Both sexes",82.2
Life expectancy at birth (years),"Republic of Korea,2015,Male",79.03
Life expectancy at birth (years),"Republic of Korea,2015,Female",85.12
Life expectancy at birth (years),"Republic of Korea,2010,Both sexes",80.58
Life expectancy at birth (years),"Republic of Korea,2010,Male",77.12
Life expectancy at birth (years),"Republic of Korea,2010,Female",83.78
Life expectancy at birth (years),"Republic of Korea,2000,Both sexes",76.21
Life expectancy at birth (years),"Republic of Korea,2000,Male",72.49
Life expectancy at birth (years),"Republic of Korea,2000,Female",79.76
Life expectancy at birth (years),"Republic of Moldova,2015,Both sexes",71.13
Life expectancy at birth (years),"Republic of Moldova,2015,Male",67.19
Life expectancy at birth (years),"Republic of Moldova,2015,Female",75.05
Life expectancy at birth (years),"Republic of Moldova,2010,Both sexes",68.81
Life expectancy at birth (years),"Republic of Moldova,2010,Male",64.62
Life expectancy at birth (years),"Republic of Moldova,2010,Female",73.11
Life expectancy at birth (years),"Republic of Moldova,2000,Both sexes",66.87
Life expectancy at birth (years),"Republic of Moldova,2000,Male",63.15
Life expectancy at birth (years),"Republic of Moldova,2000,Female",70.53
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2015,Both sexes",73.73
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2015,Male",71.67
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2015,Female",75.87
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2010,Both sexes",73.11
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2010,Male",70.92
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2010,Female",75.4
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2000,Both sexes",71.11
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2000,Male",68.86
Life expectancy at birth (years),"The former Yugoslav Republic of Macedonia,2000,Female",73.48
Life expectancy at birth (years),"Romania,2015,Both sexes",74.82
Life expectancy at birth (years),"Romania,2015,Male",71.28
Life expectancy at birth (years),"Romania,2015,Female",78.42
Life expectancy at birth (years),"Romania,2010,Both sexes",73.7
Life expectancy at birth (years),"Romania,2010,Male",70.07
Life expectancy at birth (years),"Romania,2010,Female",77.43
Life expectancy at birth (years),"Romania,2000,Both sexes",71.39
Life expectancy at birth (years),"Romania,2000,Male",67.98
Life expectancy at birth (years),"Romania,2000,Female",74.92
Life expectancy at birth (years),"Russian Federation,2015,Both sexes",71.3
Life expectancy at birth (years),"Russian Federation,2015,Male",65.85
Life expectancy at birth (years),"Russian Federation,2015,Female",76.6
Life expectancy at birth (years),"Russian Federation,2010,Both sexes",68.76
Life expectancy at birth (years),"Russian Federation,2010,Male",62.94
Life expectancy at birth (years),"Russian Federation,2010,Female",74.72
Life expectancy at birth (years),"Russian Federation,2000,Both sexes",65.29
Life expectancy at birth (years),"Russian Federation,2000,Male",59.02
Life expectancy at birth (years),"Russian Federation,2000,Female",72.25
Life expectancy at birth (years),"Rwanda,2015,Both sexes",67.69
Life expectancy at birth (years),"Rwanda,2015,Male",65.47
Life expectancy at birth (years),"Rwanda,2015,Female",69.82
Life expectancy at birth (years),"Rwanda,2010,Both sexes",64.44
Life expectancy at birth (years),"Rwanda,2010,Male",62.31
Life expectancy at birth (years),"Rwanda,2010,Female",66.51
Life expectancy at birth (years),"Rwanda,2000,Both sexes",47.51
Life expectancy at birth (years),"Rwanda,2000,Male",45.88
Life expectancy at birth (years),"Rwanda,2000,Female",49.19
Life expectancy at birth (years),"Saint Lucia,2015,Both sexes",75.01
Life expectancy at birth (years),"Saint Lucia,2015,Male",71.82
Life expectancy at birth (years),"Saint Lucia,2015,Female",78.52
Life expectancy at birth (years),"Saint Lucia,2010,Both sexes",75.2
Life expectancy at birth (years),"Saint Lucia,2010,Male",71.86
Life expectancy at birth (years),"Saint Lucia,2010,Female",78.87
Life expectancy at birth (years),"Saint Lucia,2000,Both sexes",73.21
Life expectancy at birth (years),"Saint Lucia,2000,Male",70.31
Life expectancy at birth (years),"Saint Lucia,2000,Female",76.32
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2015,Both sexes",72.47
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2015,Male",70.3
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2015,Female",74.91
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2010,Both sexes",72.85
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2010,Male",70.92
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2010,Female",74.99
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2000,Both sexes",70.61
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2000,Male",68.51
Life expectancy at birth (years),"Saint Vincent and the Grenadines,2000,Female",72.81
Life expectancy at birth (years),"Samoa,2015,Both sexes",70.04
Life expectancy at birth (years),"Samoa,2015,Male",68.68
Life expectancy at birth (years),"Samoa,2015,Female",71.49
Life expectancy at birth (years),"Samoa,2010,Both sexes",69.57
Life expectancy at birth (years),"Samoa,2010,Male",68.08
Life expectancy at birth (years),"Samoa,2010,Female",71.16
Life expectancy at birth (years),"Samoa,2000,Both sexes",68.51
Life expectancy at birth (years),"Samoa,2000,Male",66.46
Life expectancy at birth (years),"Samoa,2000,Female",70.78
Life expectancy at birth (years),"Sao Tome and Principe,2015,Both sexes",69.6
Life expectancy at birth (years),"Sao Tome and Principe,2015,Male",68.05
Life expectancy at birth (years),"Sao Tome and Principe,2015,Female",71.12
Life expectancy at birth (years),"Sao Tome and Principe,2010,Both sexes",68.24
Life expectancy at birth (years),"Sao Tome and Principe,2010,Male",66.89
Life expectancy at birth (years),"Sao Tome and Principe,2010,Female",69.55
Life expectancy at birth (years),"Sao Tome and Principe,2000,Both sexes",63.45
Life expectancy at birth (years),"Sao Tome and Principe,2000,Male",62.55
Life expectancy at birth (years),"Sao Tome and Principe,2000,Female",64.31
Life expectancy at birth (years),"Saudi Arabia,2015,Both sexes",73.15
Life expectancy at birth (years),"Saudi Arabia,2015,Male",71.73
Life expectancy at birth (years),"Saudi Arabia,2015,Female",75.25
Life expectancy at birth (years),"Saudi Arabia,2010,Both sexes",71.76
Life expectancy at birth (years),"Saudi Arabia,2010,Male",70.39
Life expectancy at birth (years),"Saudi Arabia,2010,Female",73.67
Life expectancy at birth (years),"Saudi Arabia,2000,Both sexes",70.52
Life expectancy at birth (years),"Saudi Arabia,2000,Male",69.59
Life expectancy at birth (years),"Saudi Arabia,2000,Female",71.62
Life expectancy at birth (years),"Senegal,2015,Both sexes",67.2
Life expectancy at birth (years),"Senegal,2015,Male",65.46
Life expectancy at birth (years),"Senegal,2015,Female",68.77
Life expectancy at birth (years),"Senegal,2010,Both sexes",65.47
Life expectancy at birth (years),"Senegal,2010,Male",63.67
Life expectancy at birth (years),"Senegal,2010,Female",67.15
Life expectancy at birth (years),"Senegal,2000,Both sexes",58.6
Life expectancy at birth (years),"Senegal,2000,Male",56.87
Life expectancy at birth (years),"Senegal,2000,Female",60.32
Life expectancy at birth (years),"Serbia,2015,Both sexes",75.21
Life expectancy at birth (years),"Serbia,2015,Male",72.69
Life expectancy at birth (years),"Serbia,2015,Female",77.76
Life expectancy at birth (years),"Serbia,2010,Both sexes",74.2
Life expectancy at birth (years),"Serbia,2010,Male",71.63
Life expectancy at birth (years),"Serbia,2010,Female",76.83
Life expectancy at birth (years),"Serbia,2000,Both sexes",71.43
Life expectancy at birth (years),"Serbia,2000,Male",68.66
Life expectancy at birth (years),"Serbia,2000,Female",74.28
Life expectancy at birth (years),"Seychelles,2015,Both sexes",73.2
Life expectancy at birth (years),"Seychelles,2015,Male",69.95
Life expectancy at birth (years),"Seychelles,2015,Female",76.83
Life expectancy at birth (years),"Seychelles,2010,Both sexes",73.01
Life expectancy at birth (years),"Seychelles,2010,Male",69.57
Life expectancy at birth (years),"Seychelles,2010,Female",76.84
Life expectancy at birth (years),"Seychelles,2000,Both sexes",71.87
Life expectancy at birth (years),"Seychelles,2000,Male",67.81
Life expectancy at birth (years),"Seychelles,2000,Female",76.28
Life expectancy at birth (years),"Sierra Leone,2015,Both sexes",56.94
Life expectancy at birth (years),"Sierra Leone,2015,Male",55.9
Life expectancy at birth (years),"Sierra Leone,2015,Female",57.93
Life expectancy at birth (years),"Sierra Leone,2010,Both sexes",54.74
Life expectancy at birth (years),"Sierra Leone,2010,Male",53.65
Life expectancy at birth (years),"Sierra Leone,2010,Female",55.78
Life expectancy at birth (years),"Sierra Leone,2000,Both sexes",48.73
Life expectancy at birth (years),"Sierra Leone,2000,Male",46.77
Life expectancy at birth (years),"Sierra Leone,2000,Female",50.73
Life expectancy at birth (years),"Singapore,2015,Both sexes",82.81
Life expectancy at birth (years),"Singapore,2015,Male",80.72
Life expectancy at birth (years),"Singapore,2015,Female",84.89
Life expectancy at birth (years),"Singapore,2010,Both sexes",81.7
Life expectancy at birth (years),"Singapore,2010,Male",79.36
Life expectancy at birth (years),"Singapore,2010,Female",84.01
Life expectancy at birth (years),"Singapore,2000,Both sexes",78.44
Life expectancy at birth (years),"Singapore,2000,Male",76.2
Life expectancy at birth (years),"Singapore,2000,Female",80.71
Life expectancy at birth (years),"Slovakia,2015,Both sexes",77.01
Life expectancy at birth (years),"Slovakia,2015,Male",73.48
Life expectancy at birth (years),"Slovakia,2015,Female",80.37
Life expectancy at birth (years),"Slovakia,2010,Both sexes",75.47
Life expectancy at birth (years),"Slovakia,2010,Male",71.69
Life expectancy at birth (years),"Slovakia,2010,Female",79.12
Life expectancy at birth (years),"Slovakia,2000,Both sexes",73.3
Life expectancy at birth (years),"Slovakia,2000,Male",69.16
Life expectancy at birth (years),"Slovakia,2000,Female",77.43
Life expectancy at birth (years),"Slovenia,2015,Both sexes",80.47
Life expectancy at birth (years),"Slovenia,2015,Male",77.57
Life expectancy at birth (years),"Slovenia,2015,Female",83.32
Life expectancy at birth (years),"Slovenia,2010,Both sexes",79.55
Life expectancy at birth (years),"Slovenia,2010,Male",76.25
Life expectancy at birth (years),"Slovenia,2010,Female",82.73
Life expectancy at birth (years),"Slovenia,2000,Both sexes",76.05
Life expectancy at birth (years),"Slovenia,2000,Male",72.18
Life expectancy at birth (years),"Slovenia,2000,Female",79.74
Life expectancy at birth (years),"Solomon Islands,2015,Both sexes",64.74
Life expectancy at birth (years),"Solomon Islands,2015,Male",62.34
Life expectancy at birth (years),"Solomon Islands,2015,Female",67.41
Life expectancy at birth (years),"Solomon Islands,2010,Both sexes",63.69
Life expectancy at birth (years),"Solomon Islands,2010,Male",61.3
Life expectancy at birth (years),"Solomon Islands,2010,Female",66.4
Life expectancy at birth (years),"Solomon Islands,2000,Both sexes",62.51
Life expectancy at birth (years),"Solomon Islands,2000,Male",60.12
Life expectancy at birth (years),"Solomon Islands,2000,Female",65.24
Life expectancy at birth (years),"Somalia,2015,Both sexes",54.57
Life expectancy at birth (years),"Somalia,2015,Male",52.17
Life expectancy at birth (years),"Somalia,2015,Female",57.31
Life expectancy at birth (years),"Somalia,2010,Both sexes",51.98
Life expectancy at birth (years),"Somalia,2010,Male",49.49
Life expectancy at birth (years),"Somalia,2010,Female",54.91
Life expectancy at birth (years),"Somalia,2000,Both sexes",49.87
Life expectancy at birth (years),"Somalia,2000,Male",47.6
Life expectancy at birth (years),"Somalia,2000,Female",52.58
Life expectancy at birth (years),"South Africa,2015,Both sexes",62.57
Life expectancy at birth (years),"South Africa,2015,Male",59.82
Life expectancy at birth (years),"South Africa,2015,Female",65.34
Life expectancy at birth (years),"South Africa,2010,Both sexes",57.14
Life expectancy at birth (years),"South Africa,2010,Male",55.04
Life expectancy at birth (years),"South Africa,2010,Female",59.24
Life expectancy at birth (years),"South Africa,2000,Both sexes",55.75
Life expectancy at birth (years),"South Africa,2000,Male",53.08
Life expectancy at birth (years),"South Africa,2000,Female",58.63
Life expectancy at birth (years),"South Sudan,2015,Both sexes",61.99
Life expectancy at birth (years),"South Sudan,2015,Male",59.8
Life expectancy at birth (years),"South Sudan,2015,Female",64.3
Life expectancy at birth (years),"South Sudan,2010,Both sexes",61.1
Life expectancy at birth (years),"South Sudan,2010,Male",59.2
Life expectancy at birth (years),"South Sudan,2010,Female",63.08
Life expectancy at birth (years),"South Sudan,2000,Both sexes",54.15
Life expectancy at birth (years),"South Sudan,2000,Male",52.05
Life expectancy at birth (years),"South Sudan,2000,Female",56.38
Life expectancy at birth (years),"Spain,2015,Both sexes",82.33
Life expectancy at birth (years),"Spain,2015,Male",79.66
Life expectancy at birth (years),"Spain,2015,Female",84.94
Life expectancy at birth (years),"Spain,2010,Both sexes",81.69
Life expectancy at birth (years),"Spain,2010,Male",78.76
Life expectancy at birth (years),"Spain,2010,Female",84.58
Life expectancy at birth (years),"Spain,2000,Both sexes",79.08
Life expectancy at birth (years),"Spain,2000,Male",75.69
Life expectancy at birth (years),"Spain,2000,Female",82.48
Life expectancy at birth (years),"Sri Lanka,2015,Both sexes",76.27
